 Óbitos infantis - Brasil
Óbitos p/Residênc por Município e Causas evitáveis - 0 a 4 anos
Período:1997
"Município";"1.1. Reduzível pelas ações de imunização";"1.2.1 Reduzíveis atenção à mulher na gestação";"1.2.2 Reduz por adequada atenção à mulher no parto";"1.2.3 Reduzíveis adequada atenção ao recém-nascido";"1.3. Reduz ações diagnóstico e tratamento adequado";"1.4. Reduz. ações promoção à saúde vinc. Aç. At";"2. Causas mal definidas";"3. Demais causas (não claramente evitáveis)";"Total"
"270380 JOAQUIM GOMES";-;2;-;3;-;6;12;1;24
"270390 JUNDIA";-;1;-;2;1;1;12;-;17
"270400 JUNQUEIRO";-;-;-;1;-;-;-;-;1
"270410 LAGOA DA CANOA";-;-;-;-;-;-;1;-;1
"270420 LIMOEIRO DE ANADIA";-;1;-;-;-;1;7;-;9
"270430 MACEIO";1;58;63;139;35;50;3;42;391
"270440 MAJOR ISIDORO";-;-;-;1;2;-;2;1;6
"270450 MARAGOGI";-;4;1;2;2;3;19;1;32
"270460 MARAVILHA";-;-;-;-;-;-;8;-;8
"270470 MARECHAL DEODORO";-;3;1;4;3;8;15;2;36
"270480 MARIBONDO";-;-;-;-;-;-;1;-;1
"270490 MAR VERMELHO";-;-;-;-;-;-;-;-;-
"270500 MATA GRANDE";-;-;-;-;-;-;2;-;2
"270510 MATRIZ DE CAMARAGIBE";-;-;1;-;1;1;19;2;24
"270520 MESSIAS";-;-;-;1;2;1;5;-;9
"270530 MINADOR DO NEGRAO";-;-;-;-;-;-;-;-;-
"270540 MONTEIROPOLIS";-;-;1;-;2;-;2;1;6
"270550 MURICI";-;1;-;-;1;3;1;-;6
"270560 NOVO LINO";-;1;2;2;-;2;18;1;26
"270570 OLHO D'AGUA DAS FLORES";-;1;-;2;2;1;17;1;24
"270580 OLHO D'AGUA DO CASADO";-;1;-;-;-;2;11;-;14
"270590 OLHO D'AGUA GRANDE";-;-;-;-;-;1;-;-;1
"270600 OLIVENCA";-;-;-;-;1;-;1;-;2
"270610 OURO BRANCO";-;-;-;-;-;-;3;-;3
"270620 PALESTINA";-;-;-;-;-;-;-;-;-
"270630 PALMEIRA DOS INDIOS";-;1;-;-;4;-;2;3;10
"270640 PAO DE ACUCAR";-;-;2;7;1;6;3;3;22
"270642 PARICONHA";-;-;-;-;1;-;3;-;4
"270644 PARIPUEIRA";-;-;1;1;2;2;4;-;10
"270650 PASSO DE CAMARAGIBE";-;-;1;2;-;1;4;-;8
"270660 PAULO JACINTO";-;-;-;-;-;-;2;1;3
"270670 PENEDO";-;8;7;15;7;8;26;2;73
"270680 PIACABUCU";-;1;2;-;2;1;9;2;17
"270690 PILAR";-;-;-;1;3;3;9;1;17
"270700 PINDOBA";-;-;-;-;1;-;-;-;1
"270710 PIRANHAS";-;2;-;1;1;1;1;1;7
"270720 POCO DAS TRINCHEIRAS";-;-;-;-;-;-;-;2;2
"270730 PORTO CALVO";-;3;2;4;4;6;28;2;49
"270740 PORTO DE PEDRAS";-;1;1;2;-;-;2;2;8
"270750 PORTO REAL DO COLEGIO";-;-;-;1;-;1;1;-;3
"270760 QUEBRANGULO";-;-;-;-;-;1;-;-;1
"270770 RIO LARGO";-;1;-;6;2;-;5;-;14
"270780 ROTEIRO";-;-;-;-;1;-;2;-;3
"270790 SANTA LUZIA DO NORTE";-;-;-;-;-;-;5;-;5
"270800 SANTANA DO IPANEMA";-;1;-;1;-;-;9;-;11
"270810 SANTANA DO MUNDAU";-;-;-;-;1;-;1;-;2
"270820 SAO BRAS";-;-;-;-;-;-;-;-;-
"270830 SAO JOSE DA LAJE";-;3;-;2;2;9;50;1;67
"270840 SAO JOSE DA TAPERA";-;-;1;-;2;1;11;-;15
"270850 SAO LUIS DO QUITUNDE";-;-;-;2;1;8;33;2;46
"270860 SAO MIGUEL DOS CAMPOS";-;2;-;6;2;4;13;3;30
"270870 SAO MIGUEL DOS MILAGRES";-;-;-;-;-;-;1;-;1
"270880 SAO SEBASTIAO";-;-;1;1;1;1;2;1;7
"270890 SATUBA";-;-;-;1;1;-;1;-;3
"270895 SENADOR RUI PALMEIRA";-;-;-;-;1;-;2;-;3
"270900 TANQUE D'ARCA";-;-;-;-;-;1;-;-;1
"270910 TAQUARANA";1;-;-;1;2;1;6;-;11
"270915 TEOTONIO VILELA";-;2;3;9;5;17;37;-;73
"270920 TRAIPU";-;-;-;-;2;-;3;-;5
"270930 UNIAO DOS PALMARES";-;1;-;1;-;2;13;-;17
"270940 VICOSA";-;1;1;-;1;2;8;-;13
" MUNICIPIO IGNORADO - SE";-;9;20;18;8;7;1;6;69
"280010 AMPARO DE SAO FRANCISCO";-;-;-;-;-;1;-;-;1
"280020 AQUIDABA";-;-;-;2;-;-;-;-;2
"280030 ARACAJU";1;84;61;89;28;27;6;71;367
"280040 ARAUA";-;-;-;1;-;1;-;1;3
"280050 AREIA BRANCA";-;1;3;2;-;-;-;-;6
"280060 BARRA DOS COQUEIROS";-;2;1;2;1;1;2;1;10
"280067 BOQUIM";-;-;4;8;1;1;3;3;20
"280070 BREJO GRANDE";-;-;-;-;-;-;9;-;9
"280100 CAMPO DO BRITO";-;-;2;3;-;-;-;1;6
"280110 CANHOBA";-;-;1;-;-;1;-;-;2
"280120 CANINDE DE SAO FRANCISCO";-;1;1;1;-;1;-;-;4
"280130 CAPELA";-;-;3;11;-;3;4;-;21
"280140 CARIRA";-;1;1;4;2;3;-;-;11
"280150 CARMOPOLIS";-;-;2;1;-;-;2;2;7
"280160 CEDRO DE SAO JOAO";-;-;1;-;-;-;1;1;3
"280170 CRISTINAPOLIS";-;-;1;1;-;1;4;-;7
"280190 CUMBE";-;-;-;-;1;1;-;-;2
"280200 DIVINA PASTORA";-;1;-;-;-;-;-;-;1
"280210 ESTANCIA";-;6;6;2;4;3;3;5;29
"280220 FEIRA NOVA";-;1;-;1;1;-;-;-;3
"280230 FREI PAULO";-;2;-;1;-;-;-;-;3
"280240 GARARU";-;-;3;-;-;2;-;1;6
"280250 GENERAL MAYNARD";-;-;-;-;-;-;1;-;1
"280260 GRACHO CARDOSO";-;-;-;2;-;-;-;-;2
"280270 ILHA DAS FLORES";-;-;-;-;-;4;5;-;9
"280280 INDIAROBA";1;-;1;1;-;2;4;-;9
"280290 ITABAIANA";-;3;6;20;6;7;-;5;47
"280300 ITABAIANINHA";-;-;1;-;1;-;-;-;2
"280310 ITABI";-;1;-;-;-;-;-;-;1
"280320 ITAPORANGA D'AJUDA";-;-;3;5;-;1;1;-;10
"280330 JAPARATUBA";-;-;3;2;-;2;1;-;8
"280340 JAPOATA";-;-;1;1;-;1;8;1;12
"280350 LAGARTO";-;3;7;8;1;3;6;6;34
"280360 LARANJEIRAS";-;1;7;3;1;2;2;4;20
"280370 MACAMBIRA";-;-;3;2;-;1;-;-;6
"280380 MALHADA DOS BOIS";-;-;1;-;-;-;-;-;1
"280390 MALHADOR";-;1;-;3;-;-;-;1;5
"280400 MARUIM";-;2;-;3;-;1;1;-;7
"280410 MOITA BONITA";-;-;1;4;-;-;-;2;7
"280420 MONTE ALEGRE DE SERGIPE";-;-;-;3;2;-;-;-;5
"280430 MURIBECA";-;-;1;2;-;-;-;-;3
"280440 NEOPOLIS";-;-;1;-;-;1;1;1;4
"280445 NOSSA SENHORA APARECIDA";-;-;1;3;-;-;1;1;6
"280450 NOSSA SENHORA DA GLORIA";-;-;3;3;1;-;1;1;9
"280460 NOSSA SENHORA DAS DORES";-;4;7;4;-;-;-;1;16
"280470 NOSSA SENHORA DE LOURDES";-;-;-;-;-;-;-;1;1
"280480 NOSSA SENHORA DO SOCORRO";-;18;17;19;6;14;8;23;105
"280490 PACATUBA";-;-;1;-;-;-;5;-;6
"280500 PEDRA MOLE";-;-;-;-;-;-;-;-;-
"280510 PEDRINHAS";-;-;3;1;1;-;1;2;8
"280520 PINHAO";-;-;-;3;-;-;-;2;5
"280530 PIRAMBU";-;-;-;-;-;1;-;-;1
"280540 POCO REDONDO";-;-;-;1;-;1;-;2;4
"280550 POCO VERDE";-;-;1;-;2;-;-;-;3
"280560 PORTO DA FOLHA";-;1;2;1;-;1;-;2;7
"280570 PROPRIA";-;-;5;5;1;1;9;2;23
"280580 RIACHAO DO DANTAS";-;-;1;6;-;-;1;-;8
"280590 RIACHUELO";-;-;1;1;-;-;1;-;3
"280600 RIBEIROPOLIS";-;-;-;5;-;-;1;2;8
"280610 ROSARIO DO CATETE";-;-;-;1;-;-;-;-;1
"280620 SALGADO";-;-;5;3;-;-;-;1;9
"280630 SANTA LUZIA DO ITANHY";-;1;1;-;-;2;6;-;10
"280640 SANTANA DO SAO FRANCISCO";-;-;-;-;-;-;-;-;-
"280650 SANTA ROSA DE LIMA";-;-;-;-;-;1;-;-;1
"280660 SANTO AMARO DAS BROTAS";-;-;1;1;-;-;4;-;6
"280670 SAO CRISTOVAO";-;6;5;11;-;3;4;11;40
"280680 SAO DOMINGOS";-;-;-;2;-;-;-;-;2
"280690 SAO FRANCISCO";-;-;-;-;-;-;-;-;-
"280700 SAO MIGUEL DO ALEIXO";-;1;-;1;-;-;-;-;2
"280710 SIMAO DIAS";-;1;2;-;-;1;-;1;5
"280720 SIRIRI";-;-;-;3;1;3;-;1;8
"280730 TELHA";-;1;-;-;-;-;-;-;1
"280740 TOBIAS BARRETO";-;-;-;1;1;1;-;3;6
"280750 TOMAR DO GERU";-;-;-;1;-;-;-;-;1
"280760 UMBAUBA";1;1;1;2;1;-;-;1;7
" MUNICIPIO IGNORADO - BA";-;110;39;154;8;4;13;46;374
"290010 ABAIRA";-;-;-;1;-;-;-;-;1
"290020 ABARE";-;-;-;-;-;1;-;-;1
"290030 ACAJUTIBA";-;-;-;1;-;-;5;1;7
"290035 ADUSTINA";-;-;-;-;-;-;-;1;1
"290040 AGUA FRIA";-;-;1;1;-;-;6;-;8
"290050 ERICO CARDOSO";-;-;-;-;-;-;-;-;-
"290060 AIQUARA";-;-;-;-;-;1;1;-;2
"290070 ALAGOINHAS";-;5;13;16;7;9;18;9;77
"290080 ALCOBACA";-;2;-;2;-;-;3;-;7
"290090 ALMADINA";-;1;1;2;-;-;4;1;9
"290100 AMARGOSA";-;3;2;5;1;5;4;2;22
"290110 AMELIA RODRIGUES";-;-;1;-;1;-;-;1;3
"290115 AMERICA DOURADA";-;-;-;1;-;-;-;-;1
"290120 ANAGE";-;-;-;-;-;-;1;-;1
"290130 ANDARAI";-;-;-;-;-;3;7;-;10
"290135 ANDORINHA";-;-;-;-;-;-;-;-;-
"290140 ANGICAL";-;1;-;-;-;1;2;-;4
"290150 ANGUERA";-;-;-;-;-;-;-;-;-
"290160 ANTAS";-;-;-;-;-;-;-;-;-
"290170 ANTONIO CARDOSO";-;-;-;-;-;1;-;-;1
"290180 ANTONIO GONCALVES";-;-;-;-;-;-;-;-;-
"290190 APORA";-;-;-;-;-;1;1;-;2
"290195 APUAREMA";-;-;-;-;-;-;-;-;-
"290200 ARACATU";-;-;-;-;-;-;-;-;-
"290205 ARACAS";-;-;-;-;-;-;1;-;1
"290210 ARACI";-;-;-;-;-;1;-;-;1
"290220 ARAMARI";-;-;-;1;-;-;3;-;4
"290225 ARATACA";-;1;-;-;-;-;-;1;2
"290230 ARATUIPE";-;1;-;1;-;-;-;-;2
"290240 AURELINO LEAL";-;-;-;6;-;3;7;-;16
"290250 BAIANOPOLIS";-;-;-;-;-;-;-;-;-
"290260 BAIXA GRANDE";-;-;-;-;1;-;-;3;4
"290265 BANZAE";-;-;-;-;-;-;-;-;-
"290270 BARRA";-;-;1;1;2;3;3;-;10
"290280 BARRA DA ESTIVA";-;-;1;3;2;-;-;1;7
"290290 BARRA DO CHOCA";-;-;-;-;-;-;-;-;-
"290300 BARRA DO MENDES";-;-;-;-;-;1;-;-;1
"290310 BARRA DO ROCHA";-;-;-;-;-;-;1;-;1
"290320 BARREIRAS";-;6;1;16;5;8;15;6;57
"290323 BARRO ALTO";-;-;-;-;-;-;1;1;2
"290327 BARROCAS";-;-;-;-;-;-;-;-;-
"290330 BARRO PRETO";-;-;-;1;-;-;-;1;2
"290340 BELMONTE";-;-;-;2;2;1;3;2;10
"290350 BELO CAMPO";-;-;-;-;-;-;-;-;-
"290360 BIRITINGA";-;-;-;-;-;-;1;-;1
"290370 BOA NOVA";-;1;-;1;1;-;2;-;5
"290380 BOA VISTA DO TUPIM";-;1;-;-;2;3;8;-;14
"290390 BOM JESUS DA LAPA";-;1;-;8;5;1;11;2;28
"290395 BOM JESUS DA SERRA";-;-;-;-;-;-;-;-;-
"290400 BONINAL";-;-;-;-;-;1;1;-;2
"290405 BONITO";-;-;-;-;-;-;-;1;1
"290410 BOQUIRA";-;-;-;-;1;-;2;1;4
"290420 BOTUPORA";-;1;-;-;-;-;-;-;1
"290430 BREJOES";-;1;1;2;-;5;-;-;9
"290440 BREJOLANDIA";-;-;-;-;-;-;-;-;-
"290450 BROTAS DE MACAUBAS";-;-;-;-;-;-;1;-;1
"290460 BRUMADO";-;2;1;2;1;1;-;1;8
"290470 BUERAREMA";-;2;3;3;1;2;7;2;20
"290475 BURITIRAMA";-;2;-;-;-;-;-;-;2
"290480 CAATIBA";-;-;-;-;-;-;-;-;-
"290485 CABACEIRAS DO PARAGUACU";-;-;-;1;-;-;4;-;5
"290490 CACHOEIRA";-;-;-;-;-;3;2;-;5
"290500 CACULE";-;4;-;1;-;1;1;-;7
"290510 CAEM";-;-;-;-;-;-;-;-;-
"290515 CAETANOS";-;-;-;-;-;-;-;-;-
"290520 CAETITE";-;6;4;6;1;5;2;5;29
"290530 CAFARNAUM";-;-;-;-;-;-;1;-;1
"290540 CAIRU";-;-;-;-;-;-;1;-;1
"290550 CALDEIRAO GRANDE";-;-;-;-;1;2;-;-;3
"290560 CAMACAN";-;2;2;3;2;3;10;3;25
"290570 CAMACARI";-;11;8;25;6;12;-;10;72
"290580 CAMAMU";-;-;-;-;1;-;3;3;7
"290590 CAMPO ALEGRE DE LOURDES";-;-;-;-;-;-;-;-;-
"290600 CAMPO FORMOSO";-;-;-;-;-;-;-;-;-
"290610 CANAPOLIS";-;-;-;-;1;-;-;-;1
"290620 CANARANA";-;-;-;-;-;-;-;-;-
"290630 CANAVIEIRAS";-;1;1;1;-;1;1;-;5
"290640 CANDEAL";-;-;-;-;-;-;2;-;2
"290650 CANDEIAS";1;1;-;1;3;3;2;7;18
"290660 CANDIBA";-;-;-;1;-;-;-;1;2
"290670 CANDIDO SALES";-;-;-;1;-;1;-;-;2
"290680 CANSANCAO";-;-;-;-;-;-;1;-;1
"290682 CANUDOS";-;-;-;-;1;1;2;-;4
"290685 CAPELA DO ALTO ALEGRE";-;-;-;-;-;-;-;-;-
"290687 CAPIM GROSSO";-;-;-;-;-;1;2;-;3
"290689 CARAIBAS";-;-;-;-;1;-;-;-;1
"290690 CARAVELAS";-;-;-;-;-;2;1;1;4
"290700 CARDEAL DA SILVA";-;-;-;-;-;-;2;-;2
"290710 CARINHANHA";-;-;1;-;2;-;4;-;7
"290720 CASA NOVA";-;-;2;-;-;-;-;1;3
"290730 CASTRO ALVES";-;1;1;1;-;2;1;5;11
"290740 CATOLANDIA";-;-;-;-;-;-;-;-;-
"290750 CATU";-;2;1;4;2;1;1;6;17
"290755 CATURAMA";-;-;-;-;-;-;-;-;-
"290760 CENTRAL";-;-;-;-;-;-;-;-;-
"290770 CHORROCHO";-;-;-;-;-;-;-;-;-
"290780 CICERO DANTAS";-;-;-;-;1;2;-;-;3
"290790 CIPO";-;-;-;-;-;-;-;-;-
"290800 COARACI";-;2;-;1;1;7;1;4;16
"290810 COCOS";-;-;-;-;-;-;-;-;-
"290820 CONCEICAO DA FEIRA";-;-;-;-;1;2;2;1;6
"290830 CONCEICAO DO ALMEIDA";-;-;1;1;-;-;1;-;3
"290840 CONCEICAO DO COITE";1;-;-;1;1;2;4;1;10
"290850 CONCEICAO DO JACUIPE";-;-;-;-;-;-;-;-;-
"290860 CONDE";-;-;-;1;-;1;-;-;2
"290870 CONDEUBA";-;-;-;-;-;-;-;-;-
"290880 CONTENDAS DO SINCORA";-;-;-;-;-;-;-;-;-
"290890 CORACAO DE MARIA";-;-;-;-;-;-;-;-;-
"290900 CORDEIROS";-;-;-;-;-;-;-;-;-
"290910 CORIBE";-;-;-;-;-;-;-;-;-
"290920 CORONEL JOAO SA";-;-;-;3;-;-;-;-;3
"290930 CORRENTINA";-;-;1;-;1;1;-;1;4
"290940 COTEGIPE";-;-;-;-;-;-;-;-;-
"290950 CRAVOLANDIA";-;2;-;-;-;1;-;-;3
"290960 CRISOPOLIS";-;-;-;-;-;-;-;-;-
"290970 CRISTOPOLIS";-;-;-;-;-;-;-;-;-
"290980 CRUZ DAS ALMAS";-;4;2;3;-;3;8;7;27
"290990 CURACA";-;-;-;1;2;-;1;-;4
"291000 DARIO MEIRA";-;-;-;-;-;-;1;-;1
"291005 DIAS D'AVILA";-;1;3;2;4;3;1;6;20
"291010 DOM BASILIO";-;-;-;1;-;-;-;-;1
"291020 DOM MACEDO COSTA";-;-;-;-;-;-;-;-;-
"291030 ELISIO MEDRADO";-;1;-;-;-;-;-;2;3
"291040 ENCRUZILHADA";-;-;-;-;-;-;-;-;-
"291050 ENTRE RIOS";-;-;-;1;-;1;-;1;3
"291060 ESPLANADA";-;-;1;4;2;8;2;3;20
"291070 EUCLIDES DA CUNHA";-;-;-;1;-;2;2;2;7
"291072 EUNAPOLIS";-;1;2;7;2;5;8;3;28
"291075 FATIMA";-;-;-;-;1;1;-;-;2
"291077 FEIRA DA MATA";-;-;-;-;-;-;-;-;-
"291080 FEIRA DE SANTANA";-;3;2;5;7;2;6;20;45
"291085 FILADELFIA";-;-;-;-;-;-;-;-;-
"291090 FIRMINO ALVES";-;-;-;-;1;1;-;-;2
"291100 FLORESTA AZUL";-;-;-;2;2;1;1;-;6
"291110 FORMOSA DO RIO PRETO";-;-;-;-;-;1;1;-;2
"291120 GANDU";-;2;2;3;2;2;2;2;15
"291125 GAVIAO";-;-;-;-;-;-;-;-;-
"291130 GENTIO DO OURO";-;-;-;-;-;-;-;-;-
"291140 GLORIA";-;-;-;-;-;-;-;-;-
"291150 GONGOGI";-;-;-;-;-;-;-;-;-
"291160 GOVERNADOR MANGABEIRA";-;-;-;1;-;-;2;-;3
"291165 GUAJERU";-;-;-;-;-;-;1;-;1
"291170 GUANAMBI";-;4;3;4;3;9;6;2;31
"291180 GUARATINGA";-;1;-;1;2;-;1;1;6
"291185 HELIOPOLIS";-;-;-;-;-;1;-;-;1
"291190 IACU";-;2;-;3;5;2;-;3;15
"291200 IBIASSUCE";-;-;-;-;-;-;-;-;-
"291210 IBICARAI";-;1;-;3;5;5;4;4;22
"291220 IBICOARA";-;-;-;-;-;-;5;-;5
"291230 IBICUI";-;-;-;-;-;1;-;-;1
"291240 IBIPEBA";-;-;-;-;-;-;-;-;-
"291250 IBIPITANGA";-;-;-;-;-;-;1;-;1
"291260 IBIQUERA";-;-;-;-;-;-;2;-;2
"291270 IBIRAPITANGA";-;1;-;-;1;-;3;1;6
"291280 IBIRAPUA";-;-;1;-;-;-;2;-;3
"291290 IBIRATAIA";-;-;1;1;2;2;3;1;10
"291300 IBITIARA";-;2;1;-;-;2;2;2;9
"291310 IBITITA";-;-;-;-;-;-;-;-;-
"291320 IBOTIRAMA";-;-;-;-;2;5;2;-;9
"291330 ICHU";-;-;-;-;-;-;-;-;-
"291340 IGAPORA";-;-;-;-;-;-;-;-;-
"291345 IGRAPIUNA";-;1;-;-;1;-;1;1;4
"291350 IGUAI";-;3;-;2;-;-;1;1;7
"291360 ILHEUS";-;42;5;23;13;19;20;26;148
"291370 INHAMBUPE";-;2;-;4;2;4;8;4;24
"291380 IPECAETA";-;-;1;-;-;-;6;-;7
"291390 IPIAU";-;2;-;3;2;4;6;3;20
"291400 IPIRA";-;2;1;1;1;-;5;2;12
"291410 IPUPIARA";-;-;-;-;-;-;1;-;1
"291420 IRAJUBA";-;-;-;-;-;2;1;1;4
"291430 IRAMAIA";-;1;1;-;-;-;-;-;2
"291440 IRAQUARA";-;-;-;-;-;-;-;-;-
"291450 IRARA";-;-;2;-;1;-;11;2;16
"291460 IRECE";-;-;-;-;-;-;-;1;1
"291465 ITABELA";-;1;-;2;5;3;-;1;12
"291470 ITABERABA";-;3;6;4;6;11;6;3;39
"291480 ITABUNA";-;37;22;66;25;32;-;25;207
"291490 ITACARE";-;-;-;-;3;-;1;1;5
"291500 ITAETE";-;-;-;-;-;2;6;-;8
"291510 ITAGI";-;-;-;2;2;-;3;3;10
"291520 ITAGIBA";-;-;2;-;-;1;4;1;8
"291530 ITAGIMIRIM";-;-;-;1;1;-;1;-;3
"291535 ITAGUACU DA BAHIA";-;-;-;-;-;-;-;-;-
"291540 ITAJU DO COLONIA";-;2;-;-;-;-;-;-;2
"291550 ITAJUIPE";-;2;-;3;2;4;3;3;17
"291560 ITAMARAJU";-;11;1;19;9;17;21;3;81
"291570 ITAMARI";-;-;-;-;-;-;-;-;-
"291580 ITAMBE";-;1;-;3;2;2;5;4;17
"291590 ITANAGRA";-;-;-;-;1;-;-;-;1
"291600 ITANHEM";-;1;-;-;-;-;1;1;3
"291610 ITAPARICA";-;-;-;3;1;-;-;3;7
"291620 ITAPE";-;-;-;-;2;1;-;-;3
"291630 ITAPEBI";-;-;-;-;2;-;6;-;8
"291640 ITAPETINGA";-;3;3;3;6;3;7;8;33
"291650 ITAPICURU";-;-;-;-;3;1;-;1;5
"291660 ITAPITANGA";-;-;1;-;-;1;4;2;8
"291670 ITAQUARA";-;1;-;2;-;2;1;1;7
"291680 ITARANTIM";-;-;-;-;-;-;-;-;-
"291685 ITATIM";-;1;1;-;1;-;1;-;4
"291690 ITIRUCU";-;2;-;-;1;-;9;-;12
"291700 ITIUBA";-;-;-;1;1;-;-;-;2
"291710 ITORORO";-;1;-;-;-;2;3;1;7
"291720 ITUACU";-;-;1;1;1;1;-;-;4
"291730 ITUBERA";-;1;1;4;2;1;2;4;15
"291733 IUIU";-;-;-;-;-;-;-;-;-
"291735 JABORANDI";-;-;-;-;1;-;-;-;1
"291740 JACARACI";-;-;-;-;-;-;-;-;-
"291750 JACOBINA";-;1;1;5;1;-;3;7;18
"291760 JAGUAQUARA";-;5;2;7;2;6;6;5;33
"291770 JAGUARARI";-;-;-;-;-;-;2;-;2
"291780 JAGUARIPE";-;1;-;-;-;-;2;-;3
"291790 JANDAIRA";-;-;-;-;-;-;5;-;5
"291800 JEQUIE";-;4;3;1;4;4;10;5;31
"291810 JEREMOABO";-;-;-;-;-;1;-;2;3
"291820 JIQUIRICA";-;-;-;1;-;1;3;-;5
"291830 JITAUNA";-;-;-;-;1;1;5;-;7
"291835 JOAO DOURADO";-;-;-;-;-;-;-;-;-
"291840 JUAZEIRO";-;5;2;6;10;13;25;7;68
"291845 JUCURUCU";-;-;-;-;-;-;-;-;-
"291850 JUSSARA";-;-;-;-;-;-;-;-;-
"291855 JUSSARI";-;-;1;1;-;-;-;-;2
"291860 JUSSIAPE";-;-;-;-;-;-;-;-;-
"291870 LAFAIETE COUTINHO";-;-;-;-;-;1;1;-;2
"291875 LAGOA REAL";-;-;-;-;-;-;-;-;-
"291880 LAJE";-;-;1;2;-;3;1;3;10
"291890 LAJEDAO";-;-;-;-;-;-;-;-;-
"291900 LAJEDINHO";-;-;-;-;-;-;-;-;-
"291905 LAJEDO DO TABOCAL";-;-;-;-;-;-;1;-;1
"291910 LAMARAO";-;-;-;-;-;-;-;-;-
"291915 LAPAO";-;-;-;-;-;-;2;-;2
"291920 LAURO DE FREITAS";-;2;1;3;4;4;-;3;17
"291930 LENCOIS";-;-;-;-;-;1;-;-;1
"291940 LICINIO DE ALMEIDA";-;-;-;-;-;-;-;1;1
"291950 LIVRAMENTO DE NOSSA SENHORA";-;-;-;1;1;1;1;1;5
"291955 LUIS EDUARDO MAGALHAES";-;-;-;-;-;-;-;-;-
"291960 MACAJUBA";-;-;-;-;-;1;1;-;2
"291970 MACARANI";-;-;-;-;1;1;2;-;4
"291980 MACAUBAS";-;5;2;6;1;1;5;4;24
"291990 MACURURE";-;-;-;-;-;-;-;-;-
"291992 MADRE DE DEUS";-;-;-;-;-;2;-;-;2
"291995 MAETINGA";-;-;-;-;-;-;-;-;-
"292000 MAIQUINIQUE";-;-;-;-;1;-;-;-;1
"292010 MAIRI";-;-;-;3;-;3;5;-;11
"292020 MALHADA";-;-;-;-;1;2;-;-;3
"292030 MALHADA DE PEDRAS";-;-;-;-;-;-;-;-;-
"292040 MANOEL VITORINO";-;-;-;-;-;-;-;-;-
"292045 MANSIDAO";-;-;-;-;-;-;-;-;-
"292050 MARACAS";-;2;-;-;1;2;6;1;12
"292060 MARAGOGIPE";-;1;-;-;2;4;6;-;13
"292070 MARAU";-;-;1;6;2;1;4;-;14
"292080 MARCIONILIO SOUZA";-;-;-;-;1;-;8;-;9
"292090 MASCOTE";-;-;-;-;1;-;-;-;1
"292100 MATA DE SAO JOAO";-;4;-;-;-;-;2;2;8
"292105 MATINA";-;-;-;-;-;-;-;-;-
"292110 MEDEIROS NETO";-;2;-;1;-;-;2;1;6
"292120 MIGUEL CALMON";-;2;1;1;1;2;5;-;12
"292130 MILAGRES";-;4;-;3;-;1;-;-;8
"292140 MIRANGABA";-;1;-;-;-;-;-;-;1
"292145 MIRANTE";-;-;-;-;-;-;-;-;-
"292150 MONTE SANTO";-;-;-;-;-;-;-;-;-
"292160 MORPARA";-;1;-;-;-;-;2;1;4
"292170 MORRO DO CHAPEU";-;3;-;3;2;5;7;2;22
"292180 MORTUGABA";-;-;-;-;-;-;-;-;-
"292190 MUCUGE";-;-;-;-;-;-;-;1;1
"292200 MUCURI";-;2;-;1;1;2;5;1;12
"292205 MULUNGU DO MORRO";-;-;-;-;-;-;-;-;-
"292210 MUNDO NOVO";-;-;-;-;1;1;1;-;3
"292220 MUNIZ FERREIRA";-;-;-;1;-;-;-;-;1
"292225 MUQUEM DE SAO FRANCISCO";-;-;-;-;-;-;-;-;-
"292230 MURITIBA";-;3;-;-;-;2;7;2;14
"292240 MUTUIPE";-;1;1;-;-;1;1;2;6
"292250 NAZARE";-;7;4;10;-;4;1;2;28
"292260 NILO PECANHA";-;-;-;-;-;-;-;1;1
"292265 NORDESTINA";-;-;-;-;-;-;-;-;-
"292270 NOVA CANAA";-;-;-;-;-;-;-;-;-
"292273 NOVA FATIMA";-;-;-;-;-;-;-;-;-
"292275 NOVA IBIA";-;-;-;-;-;-;-;-;-
"292280 NOVA ITARANA";-;-;-;1;1;1;-;2;5
"292285 NOVA REDENCAO";-;-;-;-;-;1;7;1;9
"292290 NOVA SOURE";-;-;-;-;-;-;-;2;2
"292300 NOVA VICOSA";-;-;1;-;-;1;2;-;4
"292303 NOVO HORIZONTE";-;-;-;-;-;-;-;-;-
"292305 NOVO TRIUNFO";-;-;-;-;-;-;-;-;-
"292310 OLINDINA";-;-;-;1;-;-;-;1;2
"292320 OLIVEIRA DOS BREJINHOS";-;-;-;-;-;1;-;-;1
"292330 OURICANGAS";-;-;-;-;-;-;1;-;1
"292335 OUROLANDIA";-;-;-;-;-;-;-;-;-
"292340 PALMAS DE MONTE ALTO";-;-;-;-;-;1;-;-;1
"292350 PALMEIRAS";-;-;-;-;-;-;-;-;-
"292360 PARAMIRIM";-;1;-;-;-;-;-;1;2
"292370 PARATINGA";-;-;-;-;1;1;-;-;2
"292380 PARIPIRANGA";-;-;3;3;1;-;-;1;8
"292390 PAU BRASIL";-;-;1;-;1;1;6;1;10
"292400 PAULO AFONSO";-;4;2;6;4;3;12;3;34
"292405 PE DE SERRA";-;-;-;1;-;-;4;-;5
"292410 PEDRAO";-;-;-;-;-;-;2;-;2
"292420 PEDRO ALEXANDRE";-;-;-;2;-;-;-;1;3
